bgFolder : //background/INRIA/
clothFolder : //textures/cloth/color/
comment : This is the first batch task definition
date : 10.19
name : Human Parsing
outputFolder : /q/cache/human_parsing/
pantFolder : //textures/cloth/color/
tasktype : HumanParsingTask
rowId,mode,backgroundId,frameId,clothId,pantId
904,ipjd,842,904,0,3
905,ipjd,772,905,4,4
906,ipjd,790,906,1,4
907,ipjd,555,907,4,1
908,ipjd,777,908,2,3
909,ipjd,375,909,4,4
910,ipjd,161,910,1,2
911,ipjd,1157,911,1,1
912,ipjd,579,912,4,1
913,ipjd,560,913,4,3
914,ipjd,402,914,4,4
915,ipjd,816,915,4,0
916,ipjd,999,916,1,3
917,ipjd,579,917,3,2
918,ipjd,590,918,4,0
919,ipjd,106,919,3,2
920,ipjd,1210,920,2,2
921,ipjd,744,921,3,1
922,ipjd,943,922,0,0
923,ipjd,321,923,3,1
924,ipjd,923,924,2,1
925,ipjd,968,925,3,1
926,ipjd,545,926,2,3
927,ipjd,204,927,0,3
928,ipjd,762,928,4,4
929,ipjd,90,929,2,0
930,ipjd,847,930,2,2
931,ipjd,889,931,1,2
932,ipjd,711,932,0,4
933,ipjd,262,933,4,4
934,ipjd,975,934,1,3
