bgFolder : //background/INRIA/
clothFolder : //textures/cloth/upper/
comment : This is the first batch task definition
date : 10.20
name : Human Parsing
outputFolder : /q/cache/human_parsing/
pantsFolder : //textures/cloth/lower/
tasktype : HumanParsingTask
rowId,mode,backgroundId,frameId,clothId,pantId
904,ipjd,589,904,4,0
905,ipjd,914,905,0,1
906,ipjd,412,906,4,2
907,ipjd,1097,907,3,2
908,ipjd,400,908,4,2
909,ipjd,1001,909,0,3
910,ipjd,613,910,1,3
911,ipjd,954,911,3,2
912,ipjd,974,912,3,3
913,ipjd,1141,913,2,0
914,ipjd,472,914,1,1
915,ipjd,461,915,0,2
916,ipjd,720,916,2,0
917,ipjd,545,917,4,2
918,ipjd,998,918,4,3
919,ipjd,233,919,1,1
920,ipjd,198,920,4,0
921,ipjd,4,921,0,2
922,ipjd,627,922,3,2
923,ipjd,381,923,2,2
924,ipjd,841,924,3,0
925,ipjd,1039,925,0,1
926,ipjd,1216,926,4,3
927,ipjd,416,927,3,3
928,ipjd,1123,928,0,1
929,ipjd,1119,929,0,0
930,ipjd,280,930,4,2
931,ipjd,673,931,1,0
932,ipjd,689,932,2,1
933,ipjd,1015,933,1,2
934,ipjd,500,934,4,0
